NodeID,SeqLength,N_Asms,N_Occurrences,Jaccard_Cont_WiRv,Jaccard_Cont_WiIS6110,Jaccard_Cont_WiRv_InsSeqAndPhages,IsSVNode,MaxJC_ToOtherNode
UGHADVOVVH,5303,152,152,1.0,0.0,0.0,False,0.0
FSNYQHSZQQ,14540,152,152,0.9955892487939352,0.0,0.0,False,0.0
HOONTPXTUG,1406,1,1,0.0,0.0,0.0,True,0.0
IAIDFJJQQH,485,152,152,1.0,0.0,0.0,False,0.0
PRWELDBGWD,1771,1,1,0.0,0.0,0.0,True,0.0
STHXCFRPRD,178,0,0,1.0,0.0,0.0,True,0.0
PXGJABHJDL,21768,152,152,0.9942957033765756,0.0,0.0,False,0.0008280430582390284
HXFZANZWUY,9072,152,152,0.9965715549657156,0.0,0.0,False,0.0
JJDLUXZZAD,34880,152,152,0.9955490466345049,0.0,0.0,False,0.0
TFUTHJORZH,1261,151,151,1.0,0.0,0.0,True,0.01380991064175467
UCWPAMUUVR,557,151,151,1.0,0.0,0.0,True,0.0
LIYSNFMEAV,105,0,0,1.0,0.0,1.0,True,0.0
HVVDMFIDMR,2305,151,151,0.9727472527472527,0.0,0.0,True,0.0
TWPHVXVTJV,3995,152,152,1.0,0.0,0.0,False,0.0
JQYHAOHJND,7688,152,152,0.9959519456777226,0.0,0.0,False,0.0
HBMAWXJRNM,1500,151,151,0.9789115646258504,0.0,0.0,True,0.0
DRVOMXJNNF,4096,152,152,1.0,0.0,0.0,False,0.0
XZGMAHTAAN,1307,151,151,1.0,0.0,0.0,True,0.0
HDMCTRGOVO,147,0,0,1.0,0.0,0.0,True,0.0
WTKJXOQVUH,112,0,0,1.0,0.0,0.0,True,0.0
RAPMWAKBMC,120,0,0,1.0,0.0,0.0,True,0.07777777777777778
NOZOAZEVPJ,17876,152,152,0.9982629160596213,0.0,0.0,False,0.0
LTAAHGXAXO,105,0,0,1.0,0.0,0.0,True,0.013333333333333334
WLIYYYYTYR,899,152,152,1.0,0.0,0.0,False,0.0
OGNTWEBROL,192,0,0,1.0,0.0,0.0,True,0.0
DEQNPQUCDU,1220,152,152,1.0,0.0,0.0,False,0.0
KCJTNXXGIK,15327,152,152,0.9992809047525658,0.0,0.0,False,0.00026148918088514085
XMXSRXTJRT,11987,152,152,0.9844442585932927,0.0,0.0,False,0.0
JMCKIDAWQE,993,152,152,0.944963655244029,0.0,0.0,False,0.020768431983385256
JEPWUOVKZY,159,0,0,1.0,0.0,0.0,True,0.4108527131782946
HFVNDCJMMW,122,0,0,0.9186046511627907,0.0,0.0,True,0.12790697674418605
SWYWJVZFLC,4829,152,152,0.9934996854686517,0.0,0.0,False,0.0
OGJBGZUMEW,647,152,152,1.0,0.0,0.0,False,0.0
JWMLTEMMWF,4196,152,152,1.0,0.0,0.0,False,0.0
LZFIEGXXXT,161,0,0,1.0,0.0,0.0,True,0.0
JNCXTBHISW,9790,152,152,1.0,0.0,0.12341869793273681,False,0.0
POZGNUFHLM,254,137,137,0.2767857142857143,0.0,0.0,True,0.23660714285714285
MJORUZKZJM,282,151,151,1.0,0.0,0.0,True,0.0
NJJQOSRSXQ,478,151,151,1.0,0.0,0.0,True,0.0
MFIHKESARO,3597,152,152,0.991309223437062,0.0,0.0,False,0.0
SLMQGEQSNJ,26274,152,152,0.9942463039170858,0.0,0.0,False,0.0
MOKKDEHQTH,17297,152,152,0.9964093357271095,0.0,0.0,False,0.0016795042566745816
ZDNUFFCVXG,491,152,152,1.0,0.0,0.0,False,0.0
RSWJZHVHKT,252,12,12,0.7477477477477478,0.0,0.0,True,0.0
BWBGFOUNFC,449,152,152,0.9379474940334129,0.0,0.0,False,0.050119331742243436
BIFVEORMGY,102,0,0,0.7222222222222222,0.0,0.0,True,0.0
RDIVHOCYDG,168,0,0,1.0,0.0,0.0,True,0.0
GCMTLGMHUR,7499,152,152,0.9966528317043781,0.0,0.0,False,0.0
APYUCUGPPI,250,22,22,0.0,0.0,0.0,True,0.0
JUWVZRYOHA,664,137,137,1.0,0.0,0.0,True,0.0
BMTMVNNXHO,8145,152,152,0.9961723669588838,0.0,0.0,False,0.0
AAAHSISUTW,324,68,68,0.0,0.0,0.0,True,0.0
VZTTAHKBFF,1278,152,152,1.0,0.0,0.0,False,0.0
JVJBXCEJGB,109,0,0,0.1643835616438356,0.0,0.0,True,0.136986301369863
KKFYYMZRXS,10791,152,152,0.9942384536753089,0.0,0.0,False,0.0
WUIZZISINB,2117,135,135,1.0,0.0,0.6261996161228407,True,0.012476007677543186
ZCMZBLSGUI,200,113,113,1.0,0.0,0.0,True,0.0
TFUXBTSNLZ,354,152,152,0.904320987654321,0.0,0.0,False,0.0
SFKWTZQZJP,111,0,0,0.6172839506172839,0.0,0.0,True,0.012345679012345678
QNNQJDHRIA,1080,148,148,1.0,0.0,0.0,True,0.0
ZFWQLEUAFC,1994,152,152,1.0,0.0,0.0,False,0.0
DVQITFWYUU,169,0,0,0.11538461538461539,0.0,0.0,True,0.09230769230769231
IONOXOKWIT,557,149,149,1.0,0.0,0.0,True,0.0
DHGOWKQLYW,1270,152,152,1.0,0.0,0.0,False,0.0
FIEGHTFPSK,1316,91,91,0.9758942457231726,0.0,0.0,True,0.005443234836702955
JXRLVXJNXS,3736,152,152,1.0,0.0,0.0,False,0.0
ESKADGSCAX,2009,59,59,0.0,0.0,0.0,True,0.0
RGFTECVOVZ,113,0,0,1.0,0.0,0.0,True,0.0
JCILZZCEAL,459,152,152,1.0,0.0,0.0,False,0.0
SOUUIVOSLM,146,0,0,1.0,0.0,0.0,True,0.0
COQBXPFYOZ,2329,152,152,1.0,0.0,0.0,False,0.0017398869073510222
JIMCENLYVB,240,145,145,1.0,0.0,0.0,True,0.0
YGYLTMUMAQ,114,0,0,1.0,0.0,0.0,True,0.8214285714285714
BYYXHYJLZX,24623,152,152,0.9949579148538202,0.0,0.0,False,0.0
HWUGOFOIMH,470,1,1,0.0,0.0,0.0,True,0.0
PSHIJYBPHT,356,89,89,1.0,0.0,0.0,True,0.0
GNBLQSSVXN,147,0,0,1.0,0.0,0.0,True,0.0
VOIVAFVSEM,415,152,152,1.0,0.0,0.0,False,0.0
BMIIBETBUP,457,151,151,0.8946135831381733,0.0,0.0,True,0.02107728337236534
MYZABKIRLU,1358,152,152,0.9766566265060241,0.0,0.0,False,0.0
ZFVKTOKIML,309,140,140,1.0,0.0,0.0,True,0.0
XPLFJQLRVG,172,0,0,0.9185185185185185,0.0,0.0,True,0.08888888888888889
GDCRGGPGNF,829,152,152,1.0,0.0,0.0,False,0.0
JPBMQEHVWT,620,151,151,1.0,0.0,0.0,True,0.0
DDWVACOUPQ,179,0,0,0.6778523489932886,0.0,0.0,True,0.11409395973154363
BJAVSBUDVJ,51613,152,152,0.995793187678111,0.0,0.0,False,0.0
SUKMXKAWAZ,106,0,0,1.0,0.0,0.0,True,0.0
OFXIAPLYKB,821,1,1,0.0,0.0,0.0,True,0.0
XQEPQRFCBO,572,152,152,1.0,0.0,0.0,False,0.0
ZSJCNXTREY,4143,152,152,1.0,0.0,0.0,False,0.0
GYWRQINSMA,2251,151,151,0.9234579018460153,0.0,0.0,True,0.0
WXQUDRZHXU,2338,152,152,0.9865684575389948,0.0,0.0,False,0.0
TXQVATUFMC,167,0,0,0.9927007299270073,0.0,0.0,True,0.0
FRHQTZNIGM,4364,152,152,0.9785417628057222,0.0,0.0,False,0.003461005999077065
UWCELXWUPH,65169,152,152,0.9966686623988701,0.0,0.0,False,6.140714472128833e-05
IWIQEWHIAF,12247,152,152,0.9974619289340102,0.0,0.0,False,0.0
IFMYKOLUMW,315,151,151,1.0,0.0,0.0,True,0.06315789473684211
KYOQIIMXXK,47,0,0,1.0,0.0,0.0,True,1.0
XQZYPGWRRR,1770,143,143,1.0,0.0,0.0,True,0.0011494252873563218
NQTBXOHLIX,258,150,150,0.6666666666666666,0.0,0.0,True,0.0
KTWVJSUYAD,198,0,0,1.0,0.0,0.0,True,0.0
NTQGECGETG,622,152,152,1.0,0.0,0.0,False,0.006756756756756757
ALQVMJKMZU,5517,152,152,1.0,0.0,0.0,False,0.0
AGIHGGIJWL,351,152,152,1.0,0.0,0.0,False,0.0
HXJLEWUDSC,13414,152,152,0.9930514046622834,0.0,0.0,False,0.0
ETKBUOJAWQ,338,150,150,1.0,0.0,0.0,True,0.0
TTQXQXBYOU,196,0,0,1.0,0.0,0.0,True,0.0
CXVJPVOQDR,119,0,0,1.0,0.0,0.0,True,0.0
NFEEBWJDJF,1298,145,145,1.0,0.0,0.0,True,0.0
BLMCEVKYCI,5905,152,152,0.9894468085106383,0.0,0.000851063829787234,False,0.00017021276595744682
DBOKPBJPAQ,830,151,151,1.0,0.0,0.0,True,0.0
JWXTCDRYTT,388,152,152,1.0,0.0,0.0,False,0.0
THSFNKNKRR,136,0,0,1.0,0.0,0.0,True,0.0
EDEAOHLQEZ,15026,152,152,0.9987327419462416,0.0,0.0,False,0.0
MCBXDQOIUR,5774,152,152,0.9946030640668524,0.0,0.06789693593314763,False,0.0
DLFGACDZXE,5348,152,152,1.0,0.0,0.0,False,0.0
KDQBSZWMKP,17525,152,152,0.9903307014532555,0.0,0.0,False,0.0020025174505092116
EFFPCBEQGB,227,1,1,1.0,0.0,1.0,True,0.0
GRXMQWOVMA,3306,152,152,0.9911396272532844,0.0,0.0,False,0.0036663611365719525
WPYCDFQBLD,109,0,0,1.0,0.0,0.0,True,0.0
BEUEOAEZFD,8176,152,152,0.9923889025288485,0.0,0.03363614043702431,False,0.0012275963663147557
OFFNHAOVVN,194,0,0,1.0,0.0,0.0,True,0.0975609756097561
HEXFKOGBSY,3038,140,140,0.0,0.0,0.0,True,0.0
EVOVCJORMT,2745,152,152,0.9771639042357274,0.0,0.0,False,0.0
SZWQIUZFTA,208,150,150,1.0,0.0,0.0,True,0.0
QLRHMMCLDK,456,147,147,0.9295774647887324,0.0,0.0,True,0.14788732394366197
JWXSRCYAJI,102,0,0,1.0,0.0,0.0,True,0.0
AGLWUCEJTG,365,152,152,1.0,0.0,0.0,False,0.0
OPCOFKVJGE,641,149,149,1.0,0.0,0.0,True,0.0
ODDZKYAIOB,272,151,151,1.0,0.0,0.0,True,0.0
UUDIWGIBPC,326,73,73,1.0,0.0,0.0,True,0.0
HUVRLAZAJF,124,0,0,0.6702127659574468,0.0,0.2978723404255319,True,0.0
HXYKQPYYEL,9848,152,152,0.9968425341210022,0.0,0.0,False,0.0
LDQIKUCNSX,307,150,150,1.0,0.0,0.0,True,0.0
JNZRPSTWOD,20044,152,152,0.9938043369641251,0.0,0.0,False,0.00034975517138003396
PNBEVTXDGS,5356,152,152,0.9926774314682689,0.0,0.0,False,0.0
MQFRNFXQFY,927,152,152,1.0,0.0,0.0,False,0.006688963210702341
IXYATAOBET,145,0,0,1.0,0.0,0.0,True,0.0782608695652174
XEWSORCOFO,18141,152,152,0.9948649991717741,0.0,0.0,False,0.0002208602506763845
YAJZCBRFEN,362,151,151,1.0,0.0,0.0,True,0.0
PNGMNCZDDV,108,0,0,1.0,0.0,0.0,True,0.1282051282051282
LGOOWQVKSB,2457,152,152,1.0,0.0,0.0,False,0.0
OGMAFGCYUC,2217,63,63,1.0,0.0,0.9446730681298583,True,0.0
GIMKOYWQMK,1250,127,127,0.0,0.0,0.0,True,0.0
TGQFNSLNBX,174,0,0,1.0,0.0,0.0,True,0.0
KAOJSLFVML,6349,151,151,0.990188320936857,0.0,0.0,True,0.0
XWLZKCLKLR,107,0,0,1.0,0.0,0.0,True,0.14084507042253522
RAUFPPTBER,1022,151,151,1.0,0.0,0.2590725806451613,True,0.0
ITCZPWQJTA,206,84,84,1.0,0.0,0.0,True,0.06547619047619048
XSUJKHNVCE,2339,152,152,1.0,0.0,0.0,False,0.0
UPFJTJZIPI,101,0,0,0.6619718309859155,0.0,0.0,True,0.0
XWBEIZYYKX,344,152,152,1.0,0.0,0.0,False,0.0
JQQXPAPVCF,881,151,151,1.0,0.0,0.0,True,0.0
NQOGFSFMXH,776,1,1,0.0,0.0,0.0,True,0.0
JNXZJIOHCY,118,0,0,1.0,0.0,0.0,True,0.09090909090909091
LLWOQBZHLL,8953,152,152,0.9930516642384848,0.0,0.0,False,0.0
BGXUFTSIZY,1185,152,152,1.0,0.0,0.0,False,0.0
LYXHZFWKIP,712,151,151,1.0,0.0,0.0,True,0.007331378299120235
WNINFALIZN,1319,151,151,0.9759503491078355,0.0,0.0,True,0.0
HJABUUYVGY,1649,152,152,0.9746757257566399,0.0,0.0,False,0.0006176652254478073
ORTVBNKIUR,2606,145,145,0.9879658385093167,0.0,0.0,True,0.0
GZXLGQJJEG,224,151,151,1.0,0.0,0.0,True,0.0
ZXVNVTDUAF,1343,152,152,1.0,0.0,0.0,False,0.005331302361005331
BRQWYFEDVS,251,151,151,1.0,0.0,0.0,True,0.0
RVSQHCWPXC,5293,152,152,1.0,0.0,0.0,False,0.0
HWMSGTEJOW,343,99,99,1.0,0.0,0.0,True,0.0
UMWKAXCGTD,5449,152,152,1.0,0.0,0.17217198745155932,False,0.0
YZZDEMOPSX,692,152,152,1.0,0.0,0.0,False,0.0
CIESBDKIJX,1488,151,151,1.0,0.0,0.0,True,0.0006858710562414266
QSMADJBTWL,441,151,151,1.0,0.0,0.0,True,0.0
HVXOZJNCLT,132,0,0,1.0,0.0,0.0,True,0.08823529411764706
NUOCUASDUV,42,0,0,1.0,0.0,0.0,True,0.0
LZKTRHNKBC,112,0,0,1.0,0.0,0.0,True,0.14634146341463414
AQRCJZITYA,4677,152,152,1.0,0.0,0.05143103077254142,False,0.0
HVUSADEAGM,1425,152,152,1.0,0.0,0.0,False,0.03512544802867384
MHFZVUCHDM,627,91,91,1.0,0.0,0.0,True,0.0
OQDKDNLZWT,37380,152,152,0.9925301204819277,0.0,0.0,False,0.0
ISOEYEBZZQ,1807,152,152,1.0,0.0,0.0,False,0.0
JCQZRXDPRF,18223,152,152,0.9914802396526137,0.0,0.0,False,0.001099323915791788
GPCCGNHDVC,7736,152,152,1.0,0.0,0.0,False,0.0
OSIHKZFLZU,1595,152,152,0.9801916932907349,0.0,0.0,False,0.0
OCFYHPUQEP,264,148,148,0.8717948717948718,0.0,0.0,True,0.0
XAZRGZWNRL,232,2,2,0.0,0.0,0.0,True,0.3108108108108108
QPBYUSHQKF,3137,152,152,0.9993562922433216,0.0,0.0,False,0.000643707756678468
RJCDIRINZM,1564,151,151,1.0,0.0,0.0,True,0.0
KUADFZZKAC,699,152,152,0.953662182361734,0.0,0.0,False,0.0
URYFNZFLUO,115,0,0,0.9647058823529412,0.0,0.0,True,0.3176470588235294
OHJWFOITWC,128,0,0,0.6836734693877551,0.0,0.0,True,0.0
FQSDDILWYF,263,1,1,0.0,0.0,0.0,True,0.0
UTECBKBGKE,111,0,0,1.0,0.0,0.0,True,0.0
UMDZIJADPM,1162,152,152,1.0,0.0,0.0,False,0.0
BXZALMFFZN,8173,152,152,0.9927545130787179,0.0,0.0,False,0.0
DMWVQTKUQT,829,1,1,0.0,0.0,0.0,True,0.0
OTQVTXDMKV,13908,152,152,0.9959645456510773,0.0,0.0,False,0.0
NUQZHNFOEJ,19702,152,152,0.9952724684831232,0.0,0.0,False,0.00010166734444896299
JECSZPUIYS,17906,152,152,0.9913291564108302,0.0,0.0,False,0.0011747594540165586
IUKOCLYUNI,107,0,0,1.0,0.0,0.0,True,0.0
WEDXACTJUF,5225,151,151,0.9940327237728586,0.0,0.0,True,0.0028873917228103944
QMSGWCHCRD,7494,152,152,1.0,0.0,0.0,False,0.0009378349410503751
UHKQHISWZF,1138,152,152,1.0,0.0,0.0,False,0.0
ZKPDQKWHZJ,3942,152,152,0.9851738241308794,0.0,0.0,False,0.0010224948875255625
ALJDBKUAWN,428,150,150,1.0,0.0,0.0,True,0.0
LLUECEYQOU,3277,152,152,0.9904527255928549,0.0,0.0,False,0.006159531875577456
RMNDZLNHSY,1284,152,152,1.0,0.0,0.0,False,0.0
RCNDGIZFXX,272,151,151,1.0,0.0,0.0,True,0.0
XBUABERYWW,755,151,151,1.0,0.0,0.0,True,0.0
TNYNDWBZNX,2293,152,152,0.9726027397260274,0.0,0.0,False,0.0
LTTGGGAISN,9950,152,152,0.99375,0.0,0.0,False,0.0
ZJTETWPTFM,18262,152,152,0.9947319321736268,0.0,0.0,False,0.00010975141304944301
RHRKKCWBNT,941,152,152,1.0,0.0,0.0,False,0.0
OAUHHDVBRA,3814,152,152,1.0,0.0,0.0,False,0.0
WIQTWXELIF,102,0,0,1.0,0.0,0.0,True,0.8472222222222222
CSYNAJHEOS,7768,152,152,0.9891444817782372,0.0,0.0,False,0.0
QOVLNOFDGR,503,152,152,1.0,0.0,0.0,False,0.0
JFLDEWGWFJ,867,151,151,1.0,0.0,0.0,True,0.0
UOJDIILJSO,2023,152,152,0.9844455594581034,0.0,0.06271951831409935,False,0.0
HUBXUTQPCM,432,152,152,1.0,0.0,0.0,False,0.05721393034825871
AHBFWWCXZY,229,151,151,1.0,0.0,0.0,True,0.0
YICFYWBCQP,6586,152,152,0.9867297132397803,0.0,0.0,False,0.007474069554606467
OTXHTVKVRB,349,151,151,1.0,0.0,0.0,True,0.0
OONJEGASBY,21009,152,152,0.992611659278326,0.0,0.0,False,0.0
AQUERSBWED,112,0,0,1.0,0.0,0.0,True,0.0
XXPHCSGESY,138,0,0,0.7870370370370371,0.0,0.0,True,0.42592592592592593
GVOOTJGQZA,126,0,0,1.0,0.0,0.0,True,0.0
SOABPOAYXA,102,0,0,1.0,0.0,0.0,True,0.0
UYBRZCXQQD,127,0,0,1.0,0.0,0.0,True,0.5051546391752577
UKPCLJLZYU,8327,152,152,1.0,0.0,0.0,False,0.0033747137519585394
SJFJYNDHGC,3927,152,152,1.0,0.0,0.0,False,0.0
JFNPVFGLWJ,102,0,0,1.0,0.0,0.0,True,0.0
WMYEOUSMZB,151,0,0,0.11304347826086956,0.0,0.0,True,0.40869565217391307
RIWWIAULEF,253,152,152,0.8609865470852018,0.0,0.0,False,0.0
ASKCSHQVLM,105,0,0,1.0,0.0,0.0,True,0.6
EKEUDAFVMR,214,152,152,1.0,0.0,0.0,False,0.0
VQCTMTFWMF,7137,152,152,0.9955631887791613,0.0,0.0,False,0.0005724917704308
EZETFKSLUB,102,0,0,0.0,0.0,0.0,True,0.0
BDEUTOCIAD,138,0,0,1.0,0.0,0.0,True,0.0
OZPNTMXZEI,110,0,0,1.0,0.0,0.0,True,0.0
LKWVPWLNRF,146,0,0,1.0,0.0,0.0,True,0.09090909090909091
AKMVMWKBLQ,584,150,150,1.0,0.0,0.0,True,0.0
KMPXRINTTW,126,0,0,1.0,0.0,0.0,True,0.0
UZUZNGDIXQ,28442,152,152,0.9967267351823174,0.0,0.0,False,0.0005631423342249754
BEOZKSPDFG,242,149,149,1.0,0.0,0.0,True,0.06132075471698113
SWHDCNQNXY,138,0,0,1.0,0.0,0.0,True,0.0
CSYHJZMLZZ,162,0,0,0.691358024691358,0.0,0.0,True,0.25925925925925924
CICCTPGSBK,156,0,0,1.0,0.0,0.0,True,0.0
DRTHCCWZNP,31367,152,152,0.9930752784248652,0.0,0.07151290806394996,False,3.191115933241855e-05
FZUSDDEUKW,140,0,0,1.0,0.0,0.0,True,0.02727272727272727
BWFLIROKXC,281,150,150,1.0,0.0,0.0,True,0.0
HTJIZWSUEW,879,151,151,1.0,0.0,0.0,True,0.0
JELADKIBWX,729,147,147,0.9728183118741058,0.0,0.0,True,0.0
CNBDTWGUEQ,43243,152,152,0.9958114456297873,0.0,0.0,False,0.0006710943466086594
DFWIMGXSAB,2441,152,152,1.0,0.0,0.0,False,0.0
RCZMPZPIBF,514,152,152,1.0,0.0,0.0,False,0.0
RGFRCKVHIZ,103,0,0,1.0,0.0,0.0,True,0.0
TMDHRCFIYT,12097,152,152,0.9974310101930886,0.0,0.0,False,0.00016574127786525233
ADBNMSWIFO,3481,152,152,1.0,0.0,0.0,False,0.0
CCPCANWIXN,1195,149,149,1.0,0.0,0.0,True,0.0
XQOSDKLQQI,1376,151,151,0.9769687964338781,0.0,0.0,True,0.0
ALXKTSWFOP,3043,150,150,1.0,0.0,0.0,True,0.0
XCZCRAUQWQ,182,0,0,1.0,0.0,0.0,True,0.0
UDMBXOVQOA,1087,151,151,1.0,0.0,0.0,True,0.0
HDUPTNJSHY,28872,152,152,0.9946258927952292,0.0,0.0,False,0.0
LVRSWQXECA,135,0,0,1.0,0.0,0.0,True,0.0
GYKAZKNCMU,321,152,152,0.8831615120274914,0.0,0.0,False,0.006872852233676976
IFYPDOYJEN,486,152,152,1.0,0.0,0.0,False,0.0
HTDBMCXQMP,138,0,0,0.0,0.0,0.0,True,0.0
UWFKVRZBBI,179,0,0,1.0,0.0,0.0,True,0.0
QBKHIWOMNL,51244,152,152,0.9945511005214538,0.0,0.0,False,0.0
DZKGAEBTHB,458,146,146,1.0,0.0,0.0,True,0.0
BZPTSGAEOD,423,6,6,0.002544529262086514,0.0,0.0,True,0.01272264631043257
ESQSLQMWKN,2359,140,140,1.0,0.0,0.0,True,0.0
KCRSEMNZMI,377,151,151,1.0,0.0,0.0,True,0.0
LCKRRDWYID,9919,152,152,0.9968652037617555,0.0,0.0,False,0.0
YKQUHTXMOI,1533,151,151,1.0,0.0,0.0,True,0.0
DWNKYYVHMK,133,0,0,1.0,0.0,0.0,True,0.0
MVXRWPFMEM,18292,152,152,0.9932647026612639,0.0,0.09303471689847771,False,0.0
XKMSIHNQRN,8747,152,152,0.9964437306412757,0.0,0.0,False,0.0
RADYMSENWI,791,150,150,1.0,0.0,0.0,True,0.0
QSFYBRUQRK,415,151,151,1.0,0.0,0.0,True,0.0
ITUZVLGGVV,13916,152,152,0.9977675356474147,0.0,0.0,False,0.0
QSVEKOESZW,274,146,146,0.0,0.0,0.0,True,0.0
KEYQGQSUCV,16425,152,152,0.9981091796279353,0.0,0.0,False,0.0009759072888075633
YKRCKYXTPP,20525,152,152,0.9969748719199805,0.0,0.0,False,0.0
